"","ï..PWSID","Water.System.Name","Fee.Code","Population","Service.Connections","CES.3.0.Score","Median_12month_HH_Income","Median_rent_pct_Income","tag","logService.Connections","Median_12month_HH_Income2","fee.code"
"1045","CA4700528","SISKIYOU CO. ROLLING HILLS MWC","DAVCS",300,95,22.18," $33,750.00 ",32.2,"Bin A",1.97772360528885,33750,3
"1046","CA4700627","JUNIPER CREEK ESTATES","SC",130,52,22.18," $33,750.00 ",32.2,"Bin A",1.7160033436348,33750,4
"1047","CA4610001","CITY OF LOYALTON","DAVCS",856,336,19.97," $48,125.00 ",32.2,"Bin A",2.52633927738984,48125,3
"1048","CA4610002","DOWNIEVILLE PUBLIC U.D.","DAVCS",282,230,19.97," $48,125.00 ",32.2,"Bin A",2.36172783601759,48125,3
"1049","CA4600009","SIERRA CSA #5, SIERRA BROOKS","SC",515,191,19.97," $48,125.00 ",32.2,"Bin A",2.28103336724773,48125,4
"1050","CA4600019","SIERRA CO. W.W.D #1 CALPINE","SC",225,134,19.97," $48,125.00 ",32.2,"Bin A",2.12710479836481,48125,4
"1051","CA4600017","R.R. LEWIS SMALL WC","DAVCS",324,123,19.97," $48,125.00 ",32.2,"Bin A",2.0899051114394,48125,3
"1052","CA4600018","SIERRAVILLE P.U.D.","DAVCS",200,111,19.97," $48,125.00 ",32.2,"Bin A",2.04532297878666,48125,3
"1053","CA4600056","SIERRA CITY WATER WORKS, INC.","SC",250,89,19.97," $48,125.00 ",32.2,"Bin A",1.94939000664491,48125,4
"1054","CA4600012","ALLEGHANY COUNTY W.D.","DAVCS",80,56,19.97," $48,125.00 ",32.2,"Bin A",1.7481880270062,48125,3
"1055","CA0300024","TABEAU MOBILE HOME PARK","SC",25,22,19.72," $61,154.00 ",32.2,"Bin A",1.34242268082221,61154,4
"1056","CA2702520","ARROYO SECO ESTATES MWS","SC",70,31,23.66," $44,904.01 ",32.2,"Bin A",1.49136169383427,44904.01,4
"1057","CA5010017","PATTERSON, CITY OF","C1",22679,6591,43.47," $60,084.47 ",32.17,"Bin D",3.81895131164017,60084.47,1
"1058","CA5610063","CAMROSA WATER DISTRICT","C1",30000,8751,13.43," $120,758.58 ",32.16,"Bin D",3.9420576838414,120758.58,1
"1059","CA5200864","R-WILD HORSE RANCH","SC",55,100,25," $49,241.00 ",32.1,"Bin A",2,49241,4
"1060","CA5200534","PASKENTA COMM. SERVICES DIST.","SC",244,74,25," $49,241.00 ",32.1,"Bin A",1.86923171973098,49241,4
"1061","CA5200560","MIRA MONTE WATER CO.","SC",142,41,25," $49,241.00 ",32.1,"Bin A",1.61278385671974,49241,4
"1062","CA0600012","COLUSA CO. SERVICE AREA #1-CENTURY RANCH","SC",246,88,31.22," $47,824.80 ",32.09,"Bin A",1.94448267215017,47824.8,4
"1063","CA1910101","ORCHARD DALE WATER DISTRICT","C1",25000,4280,32.41," $74,463.47 ",32.09,"Bin C",3.63144376901317,74463.47,1
"1064","CA3600226","CSA 70-F MORONGO","SC",450,83,22.92," $50,559.02 ",32.08,"Bin A",1.91907809237607,50559.02,4
"1065","CA5610008","PLEASANT VALLEY MUTUAL WATER CO","C1",5000,1659,29.98," $79,588.14 ",32.03,"Bin B",3.21984638602436,79588.14,1
"1066","CA5410004","FARMERSVILLE, CITY OF","DAVCL",11443,2736,39.89," $31,521.24 ",32.01,"Bin B",3.43711609304808,31521.24,2
"1067","CA3600025","BAR-LEN MWC","SC",124,39,37.08," $51,635.00 ",32,"Bin A",1.5910646070265,51635,4
"1068","CA3600123","HI DESERT MWC","SC",112,32,37.08," $51,635.00 ",32,"Bin A",1.50514997831991,51635,4
"1069","CA0400019","OROVILLE MOBILE HOME PARK","SC",74,35,35.18," $39,508.00 ",32,"Bin A",1.54406804435028,39508,4
"1070","CA4900512","HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM","SC",260,79,17.08," $86,327.00 ",32,"Bin A",1.89762709129044,86327,4
"1071","CA0400001","YOUTH WITH A MISSION-SPRINGS OF LIVING W","SC",150,52,13.45," $84,286.00 ",32,"Bin A",1.7160033436348,84286,4
"1072","CA0400149","HUMBOLDT WOODLANDS MUTUAL","SC",75,32,13.45," $84,286.00 ",32,"Bin A",1.50514997831991,84286,4
"1073","CA0400155","BIGGERS GLEN MUTUAL WATER CO","SC",25,29,13.45," $84,286.00 ",32,"Bin A",1.46239799789896,84286,4
"1074","CA0400091","DEL ORO WATER COMPANY - BUZZTAIL DIST.","SC",86,26,13.45," $84,286.00 ",32,"Bin A",1.41497334797082,84286,4
"1075","CA4910701","U.S. COAST GUARD TRAINING CENTER","SC",1422,217,16.96," $86,407.53 ",31.98,"Bin A",2.33645973384853,86407.53,4
"1076","CA5510013","TUD - COLUMBIA WATER SYSTEM","DAVCL",4352,1914,16.25," $57,249.54 ",31.98,"Bin B",3.28194193344082,57249.54,2
"1077","CA4300771","NEW AVENUE MUTUAL WATER COMPANY","SC",269,108,26.57," $113,180.54 ",31.96,"Bin A",2.03342375548695,113180.54,4
"1078","CA3310051","MYOMA DUNES MUTUAL WATER COMPANY","C1",8948,2542,15.07," $60,092.14 ",31.91,"Bin B",3.40517554621799,60092.14,1
"1079","CA1900803","EL DORADO MUTUAL WATER CO.","SC",660,237,20.74," $98,336.89 ",31.9,"Bin A",2.3747483460101,98336.89,4
"1080","CA4800531","VACA VILLA APARTMENTS","SC",60,40,22.96," $77,824.00 ",31.9,"Bin A",1.60205999132796,77824,4
"1081","CA4000563","HIGUERA APARTMENTS","SC",30,24,12.86," $52,263.00 ",31.9,"Bin A",1.38021124171161,52263,4
"1082","CA5810002","LINDA COUNTY WATER DISTRICT","DAVCL",18800,4822,34.11," $43,718.52 ",31.87,"Bin C",3.68322720604144,43718.52,2
"1083","CA1900301","SHADOW ACRES MUTUAL WATER COMPANY","SC",431,154,20.72," $98,319.70 ",31.87,"Bin A",2.18752072083646,98319.7,4
"1084","CA5410003","EXETER, CITY OF","C1",10548,3298,26.14," $47,162.72 ",31.86,"Bin B",3.5182506513085,47162.72,1
"1085","CA1910169","WALNUT PARK MUTUAL WATER CO.","DAVCL",16180,2832,46.75," $50,406.57 ",31.86,"Bin B",3.45209324901773,50406.57,2
"1086","CA3410018","RIO LINDA/ELVERTA COMMUNITY WATER DIST","C1",14381,4590,22.32," $63,121.53 ",31.86,"Bin C",3.66181268553726,63121.53,1
"1087","CA2910016","DONNER SUMMIT PUBLIC UTILITY DISTRICT","SC",310,352,13.62," $55,623.02 ",31.84,"Bin A",2.54654266347813,55623.02,4
"1088","CA3010041","CITY OF SEAL BEACH","C1",25561,5431,19.09," $97,103.22 ",31.84,"Bin C",3.73487980279263,97103.22,1
"1089","CA4510001","CITY OF ANDERSON","DAVCL",11147,3339,20.5," $40,459.42 ",31.83,"Bin C",3.52361641905437,40459.42,2
"1090","CA1900146","SUNNYSIDE FARMS MUTUAL WATER COMPANY","SC",326,147,20.39," $98,319.24 ",31.81,"Bin A",2.16731733474818,98319.24,4
"1091","CA1310008","WESTMORLAND, CITY OF","SC",2444,501,46.15," $37,760.00 ",31.8,"Bin A",2.69983772586725,37760,4
"1092","CA1500575","SAN JOAQUIN ESTATES MUTUAL WATER COMPANY","SC",165,61,43.17," $61,333.00 ",31.8,"Bin A",1.78532983501077,61333,4
"1093","CA1500494","WILSON ROAD WATER COMMUNITY","SC",66,20,43.17," $61,333.00 ",31.8,"Bin A",1.30102999566398,61333,4
"1094","CA1100237","WILLOWS MOBILE HOME COMMUNITY & RV PARK","SC",190,87,35.12," $45,242.00 ",31.8,"Bin A",1.93951925261862,45242,4
"1095","CA1100254","VOYLES TRAILER PARK","SC",25,15,35.12," $45,242.00 ",31.8,"Bin A",1.17609125905568,45242,4
"1096","CA1210023","LOLETA C.S.D.","DAVCS",750,280,27.55," $46,250.00 ",31.8,"Bin A",2.44715803134222,46250,3
"1097","CA1206004","PALMER CREEK CSD","DAVCS",320,131,27.55," $46,250.00 ",31.8,"Bin A",2.11727129565576,46250,3
"1098","CA4710012","HAPPY CAMP C.S.D.","DAVCS",1100,453,12.15," $36,579.00 ",31.8,"Bin A",2.65609820201283,36579,3
"1099","CA4900563","MISSION HIGHLANDS MUTUAL WATER CO.","SC",150,69,10.91," $90,154.00 ",31.8,"Bin A",1.83884909073726,90154,4
"1100","CA4900843","SONOMA RANCH MUTUAL WATER COMPANY","SC",178,54,10.91," $90,154.00 ",31.8,"Bin A",1.73239375982297,90154,4
"1101","CA1110003","CAL-WATER SERVICE CO.-WILLOWS","DAVCL",7153,2370,35.12," $45,242.00 ",31.8,"Bin B",3.3747483460101,45242,2
"1102","CA1900102","WESTSIDE PARK MUTUAL WATER","SC",485,158,20.68," $98,235.17 ",31.8,"Bin A",2.19865708695442,98235.17,4
"1103","CA1210009","HUMBOLDT C.S.D.","DAVCL",24885,7532,12.86," $51,816.45 ",31.79,"Bin D",3.87691031134463,51816.45,2
"1104","CA5510024","SONORA WATER COMPANY INC","SC",1055,110,21.56," $52,797.91 ",31.77,"Bin A",2.04139268515822,52797.91,4
"1105","CA1610001","ARMONA COMMUNITY SERVICES DIST","DAVCL",4143,1219,40.33," $51,848.65 ",31.75,"Bin B",3.08600370561838,51848.65,2
"1106","CA3710700","CAMP PENDLETON (NORTH)","C1",26355,1609,11.95," $113,648.40 ",31.71,"Bin B",3.20655604409903,113648.4,1
"1107","CA4901445","JAMES COURT WATER SYSTEM","SC",192,40,31.47," $71,182.00 ",31.7,"Bin A",1.60205999132796,71182,4
"1108","CA5500104","CASCADE ESTATES","SC",316,113,24.57," $50,000.00 ",31.7,"Bin A",2.05307844348342,50000,4
"1109","CA5500116","PEPPERMINT CREEK MHP","SC",280,101,24.57," $50,000.00 ",31.7,"Bin A",2.00432137378264,50000,4
"1110","CA4901355","TERRACE VIEW WATER SYSTEM","SC",60,18,20.75," $110,366.00 ",31.7,"Bin A",1.25527250510331,110366,4
"1111","CA3610703","USMC - 29 PALMS","C1",20117,2470,10.4," $41,014.00 ",31.7,"Bin B",3.39269695325967,41014,1
"1112","CA4010003","SAN MIGUELITO MWC","SC",1758,688,8.02," $97,463.00 ",31.7,"Bin A",2.83758843823551,97463,4
"1113","CA4000222","AVILA BEACH COMMUNITY SERVICES DISTRICT","SC",1627,371,8.02," $97,463.00 ",31.7,"Bin A",2.56937390961505,97463,4
"1114","CA4000716","AVILA VALLEY MUTUAL WATER CO","SC",75,29,8.02," $97,463.00 ",31.7,"Bin A",1.46239799789896,97463,4
"1115","CA4000214","BARON CANYON MUTUAL WATER CO.","SC",25,23,8.02," $97,463.00 ",31.7,"Bin A",1.36172783601759,97463,4
"1116","CA5500071","RAWHIDE INVESTMENT COMPANY","SC",269,100,24.57," $50,039.83 ",31.68,"Bin A",2,50039.83,4
"1117","CA1910073","LOMITA-CITY, WATER DEPT.","C1",20320,4384,27.01," $72,684.99 ",31.65,"Bin C",3.64187054547631,72684.99,1
"1118","CA2910014","NEVADA ID - LAKE OF PINES","C1",6762,2381,7.94," $77,111.40 ",31.6,"Bin B",3.37675939540488,77111.4,1
"1119","CA3310017","SOUTH MESA WC","C1",9936,2974,19.81," $61,544.10 ",31.6,"Bin B",3.47334096418594,61544.1,1
"1120","CA5200503","MINERAL COUNTY WATER DISTRICT","SC",620,187,25.73," $46,371.00 ",31.6,"Bin A",2.2718416065365,46371,4
"1121","CA5200562","SKY VIEW COUNTY WATER","SC",412,85,25.73," $46,371.00 ",31.6,"Bin A",1.92941892571429,46371,4
"1122","CA5200521","ANTELOPE CREEK MHP","SC",175,60,25.73," $46,371.00 ",31.6,"Bin A",1.77815125038364,46371,4
"1123","CA5200558","RIVER VIEW MHC LLC","SC",100,55,25.73," $46,371.00 ",31.6,"Bin A",1.74036268949424,46371,4
"1124","CA5200571","MOUNTAIN VALLEY APTS & RVP","SC",131,47,25.73," $46,371.00 ",31.6,"Bin A",1.67209785793572,46371,4
"1125","CA5210503","LASSEN VNP - HEADQUARTERS","SC",69,45,25.73," $46,371.00 ",31.6,"Bin A",1.65321251377534,46371,4
"1126","CA5200527","HUNTER'S FISHING RESORT","SC",50,23,25.73," $46,371.00 ",31.6,"Bin A",1.36172783601759,46371,4
"1127","CA5010014","OAKDALE, CITY OF","C1",22348,7648,39.33," $57,981.33 ",31.6,"Bin D",3.88354787926804,57981.33,1
"1128","CA0410004","CITY OF GRIDLEY","C1",6659,2239,22.23," $57,312.25 ",31.57,"Bin B",3.35005409357903,57312.25,1
"1129","CA1610700","LEMOORE NAVAL AIR STATION","C1",12000,1625,44.16," $52,094.17 ",31.53,"Bin B",3.21085336531489,52094.17,1
"1130","CA0910003","PLACERVILLE, CITY OF - MAIN","DAVCL",10762,2796,18.29," $63,500.59 ",31.52,"Bin B",3.44653716707364,63500.59,2
"1131","CA1510011","BUTTONWILLOW CWD","DAVCS",1508,439,45.85," $41,225.00 ",31.5,"Bin A",2.64246452024212,41225,3
"1132","CA1503475","WESTERN ACRES MUTUAL WATER COMPANY","SC",310,90,45.85," $41,225.00 ",31.5,"Bin A",1.95424250943932,41225,4
"1133","CA1500152","MIRASOL COMPANY WATER SYSTEM","SC",26,12,45.85," $41,225.00 ",31.5,"Bin A",1.07918124604762,41225,4
"1134","CA2010010","MADERA VALLEY WATER COMPANY","DAVCL",6372,1931,42.16," $64,528.00 ",31.5,"Bin B",3.28578227377939,64528,2
"1135","CA5400880","THE LAKES ASSOCIATION","SC",495,161,40.5," $84,107.00 ",31.5,"Bin A",2.20682587603185,84107,4
"1136","CA3710019","RAMONA MUNICIPAL WD","C1",33865,9507,13.11," $87,133.42 ",31.45,"Bin D",3.97804349390996,87133.42,1
"1137","CA5601122","TICO MUTUAL WATER CO","SC",70,38,15.53," $73,978.69 ",31.44,"Bin A",1.57978359661681,73978.69,4
"1138","CA0110011","CITY OF LIVERMORE","C1",30000,9698,16.96," $114,738.98 ",31.43,"Bin D",3.98668217977951,114738.98,1
"1139","CA5602130","SOLANO VERDE MUTUAL WATER CO","SC",100,33,15.49," $100,986.53 ",31.42,"Bin A",1.51851393987789,100986.53,4
"1140","CA0510019","CCWD - WALLACE","SC",340,106,22.89," $81,199.21 ",31.41,"Bin A",2.02530586526477,81199.21,4
"1141","CA0510012","CAMANCHE SOUTH SHORE-EBMUD","SC",180,448,22.9," $81,216.00 ",31.4,"Bin A",2.65127801399814,81216,4
"1142","CA0510010","VALLEY SPRINGS PUD","DAVCS",900,263,22.9," $81,216.00 ",31.4,"Bin A",2.41995574848976,81216,3
"1143","CA2700738","SAN MIGUEL WS #01","SC",100,34,14.13," $82,350.00 ",31.4,"Bin A",1.53147891704226,82350,4
"1144","CA2700594","HIDDEN VALLEY WA","SC",164,32,14.13," $82,350.00 ",31.4,"Bin A",1.50514997831991,82350,4
"1145","CA2700766","STRAWBERRY RD WS #06","SC",78,27,14.13," $82,350.00 ",31.4,"Bin A",1.43136376415899,82350,4
"1146","CA2700589","GLENN AVE WS #01","SC",73,26,14.13," $82,350.00 ",31.4,"Bin A",1.41497334797082,82350,4
"1147","CA2700634","CHETMOORE ACRES WA","SC",70,25,14.13," $82,350.00 ",31.4,"Bin A",1.39794000867204,82350,4
"1148","CA2702026","APRICOT LN WS","SC",53,24,14.13," $82,350.00 ",31.4,"Bin A",1.38021124171161,82350,4
"1149","CA2700579","ELKHORN RD WS #04","SC",60,20,14.13," $82,350.00 ",31.4,"Bin A",1.30102999566398,82350,4
"1150","CA2702388","ROYAL OAK PLACE WS","SC",60,20,14.13," $82,350.00 ",31.4,"Bin A",1.30102999566398,82350,4
"1151","CA2700638","MAHER RD WS #05","SC",65,17,14.13," $82,350.00 ",31.4,"Bin A",1.23044892137827,82350,4
"1152","CA2700740","SAN MIGUEL WS #03","SC",45,16,14.13," $82,350.00 ",31.4,"Bin A",1.20411998265592,82350,4
"1153","CA2701423","ECHO VALLEY RD WS #05","SC",45,16,14.13," $82,350.00 ",31.4,"Bin A",1.20411998265592,82350,4
"1154","CA3110048","PLACER CSA - SHERIDAN","SC",726,195,20.03," $84,912.80 ",31.37,"Bin A",2.29003461136252,84912.8,4
"1155","CA1500544","ENOS LANE PUBLIC UTILITY DISTRICT","SC",365,89,44.48," $45,488.91 ",31.35,"Bin A",1.94939000664491,45488.91,4
"1156","CA1000018","EASTON ESTATES WATER COMPANY","DAVCS",302,107,65.35," $49,730.00 ",31.3,"Bin A",2.02938377768521,49730,3
"1157","CA1000277","ELM COURT","SC",64,12,65.35," $49,730.00 ",31.3,"Bin A",1.07918124604762,49730,4
"1158","CA1100452","SHADY OAKS TRAILER PARK","SC",57,58,23.61," $44,549.00 ",31.3,"Bin A",1.76342799356294,44549,4
"1159","CA1100445","ORLAND MOBILE H.P.","SC",178,54,23.61," $44,549.00 ",31.3,"Bin A",1.73239375982297,44549,4
"1160","CA1400007","SIERRA HIGHLAND CSD","SC",600,215,19.47," $42,339.00 ",31.3,"Bin A",2.33243845991561,42339,4
"1161","CA1400045","PRIMROSE LANE APARTMENTS","SC",52,26,19.47," $42,339.00 ",31.3,"Bin A",1.41497334797082,42339,4
"1162","CA1400511","MEADOW LAKE APARTMENTS","SC",35,16,19.47," $42,339.00 ",31.3,"Bin A",1.20411998265592,42339,4
"1163","CA4900687","BROOKWOOD MOBILE HOME PARK","SC",400,202,10.15," $68,229.00 ",31.3,"Bin A",2.30535136944662,68229,4
"1164","CA1410001","BISHOP, CITY OF","DAVCL",3879,1158,19.47," $42,339.33 ",31.3,"Bin B",3.06370855939142,42339.33,2
"1165","CA1110001","CITY OF ORLAND","DAVCL",7932,2559,23.61," $44,562.20 ",31.29,"Bin B",3.40807028588719,44562.2,2
"1166","CA5110001","CITY OF LIVE OAK","C1",8531,2338,28.62," $51,987.37 ",31.29,"Bin B",3.36884450682582,51987.37,1
"1167","CA2310007","NORTH GUALALA WATER COMPANY","DAVCL",2593,1058,13.87," $54,004.00 ",31.25,"Bin B",3.02448566769917,54004,2
"1168","CA1910054","LA CANADA IRRIGATION DIST.","C1",9300,2939,10.83," $141,566.27 ",31.24,"Bin B",3.46819958607261,141566.27,1
"1169","CA1910042","PICO RIVERA - CITY, WATER DEPT.","C1",40702,9433,43.54," $66,684.07 ",31.23,"Bin D",3.97464983443872,66684.07,1
"1170","CA5601134","ELKINS RANCH","SC",150,43,20.12," $70,949.88 ",31.22,"Bin A",1.63346845557959,70949.88,4
"1171","CA3900921","CARDOZA VILLA CORP","SC",30,16,39.35," $86,707.10 ",31.21,"Bin A",1.20411998265592,86707.1,4
"1172","CA1910022","CALIF STATE POLYTECHNICAL UNIV - POMONA","SC",29197,731,45.2," $68,384.00 ",31.2,"Bin A",2.86391737695786,68384,4
"1173","CA3610705","US ARMY FORT IRWIN","C1",16000,3315,22.49," $53,333.00 ",31.2,"Bin B",3.52048353274079,53333,1
"1174","CA3310040","FERN VALLEY WD","C1",900,1175,15.6," $76,318.00 ",31.2,"Bin B",3.07003786660776,76318,1
"1175","CA3301800","STONEWOOD CANYON ESTATES","SC",40,27,15.6," $76,318.00 ",31.2,"Bin A",1.43136376415899,76318,4
"1176","CA5602117","STRICKLAND ACRES","SC",429,127,15.3," $101,944.00 ",31.2,"Bin A",2.10380372095596,101944,4
"1177","CA5602140","SATICOY COUNTRY CLUB-CITY OF VENTURA","SC",177,74,15.3," $101,944.00 ",31.2,"Bin A",1.86923171973098,101944,4
"1178","CA5602132","WATERS ROAD DOMESTIC USERS GROUP","SC",25,16,15.3," $101,944.00 ",31.2,"Bin A",1.20411998265592,101944,4
"1179","CA5603302","LLOYD-BUTLER MUTUAL WATER COMPANY","SC",25,2,15.3," $101,944.00 ",31.2,"Bin A",0.301029995663981,101944,4
"1180","CA3700919","LAKE WOHLFORD RESORT","SC",250,137,14.63," $103,457.00 ",31.2,"Bin A",2.13672056715641,103457,4
"1181","CA2310013","POINT ARENA WATER WORKS","SC",708,226,13.91," $53,958.00 ",31.2,"Bin A",2.3541084391474,53958,4
"1182","CA2310012","IRISH BEACH WATER DISTRICT","SC",560,206,13.91," $53,958.00 ",31.2,"Bin A",2.31386722036915,53958,4
"1183","CA4300551","HAPPY ACRES MWC","SC",220,79,5.79," $159,844.00 ",31.2,"Bin A",1.89762709129044,159844,4
"1184","CA1910098","GSWC - NORWALK","C1",43874,9341,46.6," $68,134.31 ",31.19,"Bin D",3.9703933720796,68134.31,1
"1185","CA3010017","LAGUNA BEACH COUNTY WD","C1",23309,8662,7.5," $120,268.15 ",31.17,"Bin D",3.93761817939382,120268.15,1
"1186","CA1010026","PINEDALE COUNTY WATER DISTRICT","C1",16735,2119,42.05," $47,854.45 ",31.17,"Bin B",3.32613095671079,47854.45,1
"1187","CA2910023","NEVADA ID - LAKE WILDWOOD","C1",9065,3192,6.88," $62,630.08 ",31.14,"Bin B",3.50406288267869,62630.08,1
"1188","CA4510011","CENTERVILLE C.S.D.","DAVCL",4211,1272,13.4," $80,041.03 ",31.11,"Bin B",3.1044871113124,80041.03,2
"1189","CA1510032","CALIFORNIA CITY, CITY OF","C1",14120,4437,22.38," $47,383.17 ",31.11,"Bin C",3.64708942871655,47383.17,1
"1190","CA1910245","SANTA FE SPRINGS - CITY, WATER DEPT.","C1",18533,6788,47.62," $66,369.62 ",31.1,"Bin D",3.83174183364564,66369.62,1
"1191","CA5400631","LINNELL FARM LABOR CENTER","DAVCS",694,195,43.76," $41,500.00 ",31.1,"Bin A",2.29003461136252,41500,3
"1192","CA5410041","CWS - TULCO WATER COMPANY","SC",716,183,38.89," $86,573.00 ",31.1,"Bin A",2.26245108973043,86573,4
"1193","CA5403144","ALI MUTUAL WATER CO","DAVCS",39,13,38.89," $86,573.00 ",31.1,"Bin A",1.11394335230684,86573,3
"1194","CA4710001","DORRIS, CITY OF","DAVCS",887,420,16.18," $34,009.00 ",31.1,"Bin A",2.6232492903979,34009,3
"1195","CA1910204","LOS ANGELES CWWD 29 & 80-MALIBU","C1",31204,7498,23.12," $111,981.84 ",31.1,"Bin D",3.87494543608553,111981.84,1
"1196","CA2410004","CITY OF LIVINGSTON","C1",14894,3419,44.54," $48,434.88 ",31.06,"Bin C",3.53389910079659,48434.88,1
"1197","CA2310001","FORT BRAGG, CITY OF","DAVCL",7250,2944,21.64," $42,736.61 ",31.05,"Bin B",3.46893780566546,42736.61,2
"1198","CA3310802","CHUCKAWALLA VALLEY STATE PRISON","C1",7526,1864,32.49," $36,810.00 ",31,"Bin B",3.27044590801796,36810,1
"1199","CA3310028","RIVERSIDE CSA #122-MESA VERDE","DAVCS",1000,315,32.49," $36,810.00 ",31,"Bin A",2.4983105537896,36810,3
"1200","CA3301381","CSA 51","SC",350,77,32.49," $36,810.00 ",31,"Bin A",1.88649072517248,36810,4
"1201","CA3301115","CHIRIACO SUMMIT WATER DIST.","SC",538,35,32.49," $36,810.00 ",31,"Bin A",1.54406804435028,36810,4
"1202","CA3301226","MWD - EAGLE MOUNTAIN","SC",16,24,32.49," $36,810.00 ",31,"Bin A",1.38021124171161,36810,4
"1203","CA3700962","OAKVALE PARK","SC",100,125,14.84," $102,072.00 ",31,"Bin A",2.09691001300806,102072,4
"1204","CA2900541","CHRISTIAN ENCOUNTER MINISTRIES","SC",35,16,10.09," $79,327.00 ",31,"Bin A",1.20411998265592,79327,4
"1205","CA0910015","TAHOE KEYS WATER COMPANY","C1",1420,1566,13.96," $65,010.83 ",30.98,"Bin B",3.19479175772192,65010.83,1
"1206","CA2010006","MADERA CO SA3-PARKSDALE","SC",1789,542,40.11," $61,418.95 ",30.98,"Bin A",2.73399928653839,61418.95,4
"1207","CA4910017","WINDSOR, TOWN OF","C1",28209,8917,17.02," $91,779.48 ",30.98,"Bin D",3.95021876664186,91779.48,1
"1208","CA0710002","GOLDEN STATE WATER COMPANY - BAY POINT","C1",22295,5030,40.71," $49,705.91 ",30.97,"Bin C",3.70156798505593,49705.91,1
"1209","CA4110011","COASTSIDE COUNTY WATER DISTRICT","C1",16811,6530,12.69," $126,301.11 ",30.95,"Bin D",3.81491318127507,126301.11,1
"1210","CA1010044","HURON, CITY OF","DAVCS",7306,876,39.91," $31,666.04 ",30.94,"Bin A",2.94250410616808,31666.04,3
"1211","CA3410002","SCWA - ARDEN PARK VISTA","C1",10035,3053,16.86," $114,665.86 ",30.93,"Bin B",3.48472680429866,114665.86,1
"1212","CA3600200","RANCHERITOS MWC","SC",655,131,19.02," $49,436.28 ",30.92,"Bin A",2.11727129565576,49436.28,4
"1213","CA4210013","SOLVANG WATER DIVISION","C1",5771,2189,11.28," $74,643.08 ",30.92,"Bin B",3.34024576156793,74643.08,1
"1214","CA5400903","TRACT 92 CSD","SC",500,93,43.39," $42,366.31 ",30.9,"Bin A",1.96848294855394,42366.31,4
"1215","CA4900913","ROBIN WAY WATER SYSTEM","SC",66,20,39.9," $70,422.00 ",30.9,"Bin A",1.30102999566398,70422,4
"1216","CA5000433","OID-OAKDALE RURAL WATER SYSTEM #1","SC",1319,476,33.75," $96,442.00 ",30.9,"Bin A",2.67760695272049,96442,4
"1217","CA5000317","OID #51 - SUNSET OAKS #10","SC",287,82,33.75," $96,442.00 ",30.9,"Bin A",1.91381385238372,96442,4
"1218","CA5000014","OID #46 - SUNSET OAKS","SC",269,77,33.75," $96,442.00 ",30.9,"Bin A",1.88649072517248,96442,4
"1219","CA5000013","OID #45","SC",144,51,33.75," $96,442.00 ",30.9,"Bin A",1.70757017609794,96442,4
"1220","CA1500485","ANTELOPE VALLEY MOBILE ESTATES","SC",60,28,28.26," $69,232.00 ",30.9,"Bin A",1.44715803134222,69232,4
"1221","CA1500455","WILLIAM FISHER MEMORIAL WATER COMPANY","DAVCS",56,16,28.26," $69,232.00 ",30.9,"Bin A",1.20411998265592,69232,3
"1222","CA1502569","FIRST MUTUAL WATER SYSTEM","SC",35,15,28.26," $69,232.00 ",30.9,"Bin A",1.17609125905568,69232,4
"1223","CA1502744","60TH STREET ASSOC. WATER SYSTEM","SC",39,10,28.26," $69,232.00 ",30.9,"Bin A",1,69232,4
"1224","CA5400754","SOUTH KAWEAH MUTUAL WATER COMPANY","SC",384,138,23.06," $71,823.00 ",30.9,"Bin A",2.13987908640124,71823,4
"1225","CA5410503","NPS-WOLVERTON","SC",2940,125,23.06," $71,823.00 ",30.9,"Bin A",2.09691001300806,71823,4
"1226","CA5400968","IMPROVEMENT DISTRICT NO. 1","SC",200,80,23.06," $71,823.00 ",30.9,"Bin A",1.90308998699194,71823,4
"1227","CA5400506","NORTH KAWEAH MWC","SC",560,71,23.06," $71,823.00 ",30.9,"Bin A",1.85125834871908,71823,4
"1228","CA5400505","HARTLAND CHRISTIAN CAMP","SC",250,54,23.06," $71,823.00 ",30.9,"Bin A",1.73239375982297,71823,4
"1229","CA5410513","NPS-ASH MOUNTAIN","SC",2930,45,23.06," $71,823.00 ",30.9,"Bin A",1.65321251377534,71823,4
"1230","CA5400940","SIERRA KING HOMEOWNERS ASSN","SC",142,43,23.06," $71,823.00 ",30.9,"Bin A",1.63346845557959,71823,4
"1231","CA5403113","SOUTH FORK ESTATES MUTUAL WATER CO","SC",92,33,23.06," $71,823.00 ",30.9,"Bin A",1.51851393987789,71823,4
"1232","CA5400556","RIVER RETREAT MUTUAL","SC",53,25,23.06," $71,823.00 ",30.9,"Bin A",1.39794000867204,71823,4
"1233","CA5401026","DEER MEADOW MUTUAL","SC",67,25,23.06," $71,823.00 ",30.9,"Bin A",1.39794000867204,71823,4
"1234","CA5400744","EAST THREE RIVERS MUTUAL WATER CORP","SC",40,15,23.06," $71,823.00 ",30.9,"Bin A",1.17609125905568,71823,4
"1235","CA4901071","BOULEVARD HEIGHTS MUTUAL WATER","SC",60,18,17.76," $85,566.00 ",30.9,"Bin A",1.25527250510331,85566,4
"1236","CA2800521","CIRCLE OAKS WATER DISTRICT","SC",500,190,12.04," $149,612.00 ",30.9,"Bin A",2.27875360095283,149612,4
