"","Water.System.No.","Unnamed","Regulating.Agency","System.Name","Fed.Type","State.Type","DS.Class","Max.TP.Class","Fee.Code","SC","Pop","Last.SNSV","tag","log.SC"
"315",1510800,318,"DISTRICT 19 - TEHACHAPI","CCI - TEHACHAPI","C","C","D2","T1","C1",1802,5153,"4/26/2017","Bin B",3.25575478664304
"316",3110150,385,"DISTRICT 09 - SACRAMENTO","CALAM - WEST PLACER","C","C","D2","There are no treatment plants","C1",1352,4472,"3/2/2020","Bin B",3.13097669160562
"317",2310001,201,"DISTRICT 03 - MENDOCINO","FORT BRAGG, CITY OF","C","C","D2","T3","DAVCL",2944,7250,"8/16/2017","Bin B",3.46893780566546
"318",1910046,360,"DISTRICT 07 - HOLLYWOOD","SUBURBAN WATER SYSTEMS-GLENDORA","C","C","D2","There are no treatment plants","C1",1559,6543,"4/11/2019","Bin B",3.19284611518884
"319",4710002,414,"DISTRICT 01 - KLAMATH","DUNSMUIR, CITY OF","C","C","D2","There are no treatment plants","DAVCL",1187,1923,"4/1/2020","Bin B",3.07445071895459
"320",4210019,395,"DISTRICT 06 - SANTA BARBARA","MISSION HILLS CSD","C","C","D2","T1","C1",1271,3560,"4/5/2018","Bin B",3.10414555055401
"321",3110009,370,"DISTRICT 02 - LASSEN","MEADOW VISTA CWD","C","C","D2","T3","C1",1478,4001,"5/1/2017","Bin B",3.16967443405881
"322",4210700,423,"DISTRICT 06 - SANTA BARBARA","AMERICAN WATER O&M, LLC - VAFB","C","C","D4","T2","C1",1161,14971,"6/27/2019","Bin B",3.06483221973857
"323",2710007,299,"DISTRICT 05 - MONTEREY","GONZALES, CITY OF","C","C","D2","TD","C1",1912,8549,"2/8/2018","Bin B",3.28148788794008
"324",4210003,268,"DISTRICT 06 - SANTA BARBARA","GUADALUPE WATER DEPARTMENT","C","C","D2","T2","DAVCL",2219,7517,"9/19/2017","Bin B",3.34615730223201
"325",1510012,182,"DISTRICT 12 - VISALIA","LAMONT PUBLIC UTILITY DIST","C","C","D3","T2","DAVCL",3300,19057,"10/24/2018","Bin B",3.51851393987789
"326",3710750,339,"DISTRICT 14 - SAN DIEGO","NAS NORTH ISLAND & NAB CORONADO","C","C","D3","TD","C1",1663,5367,"1/16/2020","Bin B",3.22089224921952
"327",4010081,428,"DISTRICT 06 - SANTA BARBARA","WOODLANDS DEVELOPMENT","C","C","D2","TD","SC",1137,2876,"12/17/2018","Bin B",3.05576046468773
"328",3610023,418,"DISTRICT 13 - SAN BERNARDINO","GREEN VALLEY MWC","C","C","D1","TD","C1",1169,350,"5/2/2017","Bin B",3.06781451116184
"329",3610850,300,"DISTRICT 13 - SAN BERNARDINO","CALIFORNIA INSTITUTION FOR MEN","C","C","D3","T4","C1",1912,10667,"11/15/2018","Bin B",3.28148788794008
"330",1510024,187,"DISTRICT 12 - VISALIA","GREENFIELD COUNTY WD","C","C","D3","T2","DAVCL",3255,10444,"11/25/2019","Bin B",3.51255099290421
"331",1910159,426,"DISTRICT 07 - HOLLYWOOD","TRACT 180 MUTUAL WATER CO.","C","C","D3","TD","DAVCL",1149,14000,"11/16/2016","Bin B",3.06032002868829
"332",3410030,437,"DISTRICT 09 - SACRAMENTO","FOLSOM, CITY OF - ASHLAND","C","C","D2","There are no treatment plants","C1",1072,3538,"11/13/2018","Bin B",3.03019478535675
"333",1910218,291,"DISTRICT 07 - HOLLYWOOD","LA HABRA HEIGHTS CWD","C","C","D2","TD","C1",1998,5459,"7/12/2017","Bin B",3.30059548388996
"334",4210017,239,"DISTRICT 06 - SANTA BARBARA","VANDENBERG VILLAGE COMM. SERV. DIST.","C","C","D2","T1","C1",2556,7376,"12/20/2019","Bin B",3.40756084948636
"335",3410002,194,"DISTRICT 09 - SACRAMENTO","SCWA - ARDEN PARK VISTA","C","C","D2","T2","C1",3053,10035,"7/24/2019","Bin B",3.48472680429866
"336",4310021,276,"DISTRICT 17 - SANTA CLARA","PURISSIMA HILLS WATER DISTRICT","C","C","D2","There are no treatment plants","C1",2132,6190,"5/24/2018","Bin B",3.32878720035453
"337",410004,266,"DISTRICT 21 - VALLEY","CITY OF GRIDLEY","C","C","D2","T1","C1",2239,6659,"1/23/2019","Bin B",3.35005409357903
"338",3710700,352,"DISTRICT 08 - SANTA ANA","CAMP PENDLETON (NORTH)","C","C","D4","T2","C1",1609,26355,"12/10/2018","Bin B",3.20655604409903
"339",1910103,333,"DISTRICT 16 - CENTRAL","PALM RANCH IRRIGATION DIST.","C","C","D2","T2","C1",1686,5570,"4/19/2019","Bin B",3.22685757028872
"340",2010010,296,"DISTRICT 11 - MERCED","MADERA VALLEY WATER COMPANY","C","C","D2","There are no treatment plants","DAVCL",1931,6372,"12/14/2017","Bin B",3.28578227377939
"341",4910004,230,"DISTRICT 18 - SONOMA","SWEETWATER SPRINGS CWD - GUERNEVILLE","C","C","D2","T2","DAVCL",2676,6000,"4/26/2017","Bin B",3.42748610909579
"342",2010007,445,"DISTRICT 11 - MERCED","CAL AM - OAKHURST","C","C","D3","T3","DAVCL",1045,3439,"12/7/2016","Bin B",3.01911629044707
"343",1710001,285,"DISTRICT 03 - MENDOCINO","CLEARLAKE OAKS COUNTY WATER DISTRICT","C","C","D3","T3","DAVCL",2035,2359,"8/15/2018","Bin B",3.30856441356124
"344",3410045,416,"DISTRICT 09 - SACRAMENTO","CALAM - ARDEN","C","C","D2","T1","C1",1178,3888,"6/18/2020","Bin B",3.07114529045108
"345",1910195,337,"DISTRICT 15 - METROPOLITAN","GSWC - HOLLYDALE","C","C","D2","T2","C1",1667,7706,"6/23/2020","Bin B",3.22193559982801
"346",1510009,429,"DISTRICT 19 - TEHACHAPI","ERSKINE CREEK WC","C","C","D2","TD","C1",1136,2500,"12/6/2019","Bin B",3.055378331375
"347",4010016,221,"DISTRICT 06 - SANTA BARBARA","LOS OSOS COMMUNITY SERVICES DISTRICT","C","C","D2","T2","C1",2765,7086,"12/13/2019","Bin B",3.44169513564072
"348",1710015,247,"DISTRICT 03 - MENDOCINO","HIDDEN VALLEY LAKE CSD","C","C","D2","T2","C1",2487,8207,"5/31/2017","Bin B",3.39567578526994
"349",4710008,314,"DISTRICT 01 - KLAMATH","MT. SHASTA, CITY OF","C","C","D2","There are no treatment plants","DAVCL",1841,3642,"7/22/2018","Bin B",3.26505378850401
"350",5610008,340,"DISTRICT 06 - SANTA BARBARA","PLEASANT VALLEY MUTUAL WATER CO","C","C","D2","T1","C1",1659,5000,"7/2/2018","Bin B",3.21984638602436
"351",1910185,387,"DISTRICT 16 - CENTRAL","LOS ANGELES CWWD 36-VAL VERDE","C","C","D3","There are no treatment plants","C1",1349,5173,"10/1/2018","Bin B",3.1300119496719
"352",4210020,245,"DISTRICT 06 - SANTA BARBARA","SANTA YNEZ RIVER WATER CONS. DIST. ID#1","C","C","D2","TD","C1",2497,6737,"10/24/2018","Bin B",3.39741854235135
"353",1910149,192,"DISTRICT 07 - HOLLYWOOD","SIGNAL HILL - CITY, WATER DEPT.","C","C","D4","T2","C1",3062,11673,"11/28/2018","Bin B",3.48600518636224
"354",3610047,222,"DISTRICT 13 - SAN BERNARDINO","GOLDEN STATE WATER CO - WRIGHTWOOD","C","C","D3","T1","C1",2761,4424,"2/22/2018","Bin B",3.44106640663926
"355",5410001,406,"DISTRICT 24 - TULARE","CUTLER PUD","C","C","D2","TD","DAVCL",1218,6200,"8/1/2019","Bin B",3.08564728829686
"356",2410006,257,"DISTRICT 11 - MERCED","DELHI CWD","C","C","D2","TD","DAVCL",2355,7784,"11/15/2018","Bin B",3.37199091146491
"357",3410007,321,"DISTRICT 09 - SACRAMENTO","DEL PASO MANOR COUNTY WATER DI","C","C","D2","T2","C1",1795,4520,"12/4/2019","Bin B",3.25406445291434
"358",5610005,400,"DISTRICT 06 - SANTA BARBARA","MEINERS OAKS CWD","C","C","D2","T2","C1",1248,4200,"2/14/2018","Bin B",3.09621458534641
"359",3810700,413,"DISTRICT 04 - SAN FRANCISCO","PRESIDIO OF SAN FRANCISCO","C","C","D2","T3","C1",1191,3500,"6/19/2018","Bin B",3.07591176148278
"360",5410021,362,"DISTRICT 24 - TULARE","EARLIMART PUD","C","C","D2","TD","DAVCL",1545,8800,"8/3/2020","Bin B",3.18892848376085
"361",310003,326,"DISTRICT 10 - STOCKTON","AWA, TANNER","C","C","D3","T3","C1",1741,4943,"2/20/2020","Bin B",3.24079877111733
"362",5210004,118,"DISTRICT 21 - VALLEY","CITY OF RED BLUFF","C","C","D3","There are no treatment plants","DAVCL",4870,14076,"4/17/2018","Bin C",3.68752896121463
"363",2910004,87,"DISTRICT 09 - SACRAMENTO","NEVADA ID - E. GEORGE, BANNER MOUNTAIN","C","C","D4","T5","C1",6013,17077,"12/17/2018","Bin C",3.7790912038455
"364",3310032,145,"DISTRICT 20 - RIVERSIDE","SAN JACINTO, CITY OF","C","C","D3","T1","DAVCL",4136,13856,"9/21/2017","Bin C",3.61658053008589
"365",3410016,94,"DISTRICT 09 - SACRAMENTO","ORANGE VALE WATER COMPANY","C","C","D3","There are no treatment plants","C1",5682,18005,"9/6/2019","Bin C",3.75450122938692
"366",1210001,84,"DISTRICT 01 - KLAMATH","ARCATA, CITY OF","C","C","D3","T2","DAVCL",6134,19077,"6/26/2019","Bin C",3.78774377164647
"367",1910063,133,"DISTRICT 16 - CENTRAL","LINCOLN AVENUE WATER CO.","C","C","D4","T2","C1",4474,16126,"10/30/2018","Bin C",3.65069597976061
"368",4110024,163,"DISTRICT 17 - SANTA CLARA","CITY OF EAST PALO ALTO","C","C","D3","T2","C1",3752,28000,"9/28/2017","Bin C",3.57426282970703
"369",5610009,90,"DISTRICT 06 - SANTA BARBARA","PORT HUENEME WATER DEPT","C","C","D3","TD","C1",5847,21926,"12/27/2018","Bin C",3.76693309383728
"370",1510019,124,"DISTRICT 12 - VISALIA","SHAFTER, CITY OF","C","C","D3","T2","DAVCL",4777,20500,"4/8/2019","Bin C",3.67915524128335
"371",3910007,114,"DISTRICT 10 - STOCKTON","RIPON, CITY OF","C","C","D4","TD","C1",4941,15930,"6/27/2019","Bin C",3.69381485388942
"372",1810001,157,"DISTRICT 02 - LASSEN","CITY OF SUSANVILLE","C","C","D2","TD","DAVCL",3825,8492,"6/4/2019","Bin C",3.58263143948964
"373",4010004,106,"DISTRICT 06 - SANTA BARBARA","GROVER BEACH WATER DEPARTMENT","C","C","D3","T1","C1",5258,13593,"3/5/2020","Bin C",3.72082058177034
"374",4910012,143,"DISTRICT 18 - SONOMA","SONOMA, CITY OF","C","C","D3","T1","C1",4189,11654,"5/27/2014","Bin C",3.62211036036122
"375",510016,86,"DISTRICT 10 - STOCKTON","CCWD - EBBETTS PASS","C","C","D4","T3","C1",6013,12484,"10/24/2018","Bin C",3.7790912038455
"376",1010027,76,"DISTRICT 23 - FRESNO","REEDLEY, CITY OF","C","C","D3","T2","C1",6342,24194,"1/25/2017","Bin C",3.80222623769107
"377",4010011,98,"DISTRICT 06 - SANTA BARBARA","MORRO BAY PW DEPT - WATER DIVISION","C","C","D3","T2","C1",5532,10234,"9/13/2018","Bin C",3.74288217143727
"378",2010001,149,"DISTRICT 11 - MERCED","CHOWCHILLA CITY WATER DEPT","C","C","D3","TD","DAVCL",4029,13220,"11/28/2018","Bin C",3.60519726738838
"379",1310006,91,"DISTRICT 14 - SAN DIEGO","IMPERIAL, CITY OF","C","C","D3","T3","C1",5793,19372,"9/7/2018","Bin C",3.76290352849906
"380",1910052,80,"DISTRICT 07 - HOLLYWOOD","CAL/AM WATER COMPANY - BALDWIN HILLS","C","C","D4","T2","C1",6198,20453,"12/12/2018","Bin C",3.79225157190326
"381",1910091,146,"DISTRICT 16 - CENTRAL","MONTEBELLO LAND & WATER CO.","C","C","D2","T2","C1",4048,26554,"11/27/2018","Bin C",3.60724050383174
"382",1910223,115,"DISTRICT 07 - HOLLYWOOD","GSWC-SOUTH SAN GABRIEL","C","C","D4","T2","C1",4927,27843,"12/21/2017","Bin C",3.69258256227491
"383",1910125,101,"DISTRICT 07 - HOLLYWOOD","PICO WD","C","C","D3","TD","C1",5441,25284,"3/12/2019","Bin C",3.7356787259059
"384",4510014,73,"DISTRICT 02 - LASSEN","BELLA VISTA WATER DISTRICT","C","C","D3","T5","C1",6360,19098,"7/11/2018","Bin C",3.80345711564841
"385",1910148,160,"DISTRICT 07 - HOLLYWOOD","SIERRA MADRE-CITY, WATER DEPT.","C","C","D3","T2","C1",3804,11000,"12/11/2018","Bin C",3.58024050826538
"386",5810003,126,"DISTRICT 21 - VALLEY","OLIVEHURST PUBLIC U.D.","C","C","D3","T2","C1",4721,15579,"12/11/2018","Bin C",3.67403400043125
"387",1910038,156,"DISTRICT 16 - CENTRAL","EL MONTE-CITY, WATER DEPT.","C","C","D3","Missing treatment classification in SDWIS","DAVCL",3877,22968,"12/16/2019","Bin C",3.58849580100721
"388",2710011,152,"DISTRICT 05 - MONTEREY","SOLEDAD, CITY OF","C","C","D3","TD","C1",3948,16729,"6/8/2020","Bin C",3.5963771439976
"389",1010029,79,"DISTRICT 23 - FRESNO","CITY OF SANGER","C","C","D3","T3","C1",6210,25664,"8/13/2020","Bin C",3.79309160017658
"390",1910143,107,"DISTRICT 16 - CENTRAL","SAN FERNANDO-CITY, WATER DEPT.","C","C","D3","T2","C1",5158,24714,"9/20/2018","Bin C",3.71248133780192
"391",1910130,92,"DISTRICT 16 - CENTRAL","QUARTZ HILL WATER DIST.","C","C","D4","T2","C1",5760,20352,"3/13/2014","Bin C",3.76042248342321
"392",3510003,99,"DISTRICT 05 - MONTEREY","SUNNYSLOPE COUNTY WATER DIST","C","C","D3","T2","C1",5485,19189,"6/21/2017","Bin C",3.73917663191073
"393",3410704,75,"DISTRICT 09 - SACRAMENTO","SCWA MATHER-SUNRISE","C","C","D3","T2","C1",6347,20945,"7/25/2019","Bin C",3.80256849831396
"394",4110016,140,"DISTRICT 17 - SANTA CLARA","TOWN OF HILLSBOROUGH","C","C","D3","There are no treatment plants","C1",4293,10910,"8/15/2017","Bin C",3.63276088847944
"395",1210006,138,"DISTRICT 01 - KLAMATH","FORTUNA, CITY OF","C","C","D3","T2","DAVCL",4377,11649,"1/14/2019","Bin C",3.64117654661311
"396",4410013,159,"DISTRICT 05 - MONTEREY","SCOTTS VALLEY WATER DISTRICT","C","C","D4","T2","C1",3812,10709,"3/15/2019","Bin C",3.58115289196629
"397",410005,174,"DISTRICT 21 - VALLEY","CAL-WATER SERVICE CO.-OROVILLE","C","C","D3","T4","DAVCL",3503,10698,"4/21/2017","Bin C",3.54444013731769
"398",1010024,74,"DISTRICT 12 - VISALIA","CWS - SELMA","C","C","D3","T2","C1",6357,26062,"3/11/2020","Bin C",3.80325221143046
"399",1910073,137,"DISTRICT 07 - HOLLYWOOD","LOMITA-CITY, WATER DEPT.","C","C","D3","There are no treatment plants","C1",4384,20320,"1/26/2017","Bin C",3.64187054547631
"400",3310074,95,"DISTRICT 20 - RIVERSIDE","TEMESCAL VALLEY WATER DISTRICT","C","C","D3","There are no treatment plants","C1",5662,18146,"11/15/2017","Bin C",3.75296986502908
"401",4810004,108,"DISTRICT 04 - SAN FRANCISCO","CITY OF RIO VISTA","C","C","D2","T2","C1",5145,9416,"8/21/2019","Bin C",3.71138537909845
"402",4010830,103,"DISTRICT 06 - SANTA BARBARA","CALIFORNIA MENS COLONY","C","C","D3","T3","C1",5357,15000,"9/20/2019","Bin C",3.72892164637286
"403",1910040,127,"DISTRICT 15 - METROPOLITAN","EL SEGUNDO-CITY, WATER DEPT.","C","C","D3","There are no treatment plants","C1",4640,16719,"7/3/2018","Bin C",3.66651798055488
"404",1010018,175,"DISTRICT 23 - FRESNO","KERMAN, CITY OF","C","C","D3","TD","DAVCL",3478,14349,"12/2/2016","Bin C",3.54132957766669
"405",5610043,128,"DISTRICT 06 - SANTA BARBARA","OAK PARK WATER SERVICE","C","C","D4","There are no treatment plants","C1",4591,12200,"6/15/2018","Bin C",3.66190729276602
"406",3910027,88,"DISTRICT 10 - STOCKTON","MOUNTAIN HOUSE COMMUNITY SERVICES DIST.","C","C","D3","T4","C1",5950,19635,"10/30/2019","Bin C",3.77451696572855
"407",4910005,117,"DISTRICT 18 - SONOMA","HEALDSBURG, CITY OF","C","C","D3","T3","C1",4900,12104,"6/27/2018","Bin C",3.69019608002851
"408",1910047,78,"DISTRICT 22 - ANGELES","HAWTHORNE-CITY WATER DEPT.","C","C","D3","T3","C1",6219,44649,"3/10/2015","Bin C",3.79372055681352
"409",4010014,148,"DISTRICT 06 - SANTA BARBARA","CAMBRIA COMM SERVICES DIST","C","C","D2","T3","C1",4034,6032,"3/14/2019","Bin C",3.60573589387675
"410",2710008,165,"DISTRICT 05 - MONTEREY","GREENFIELD, CITY OF","C","C","D3","T1","DAVCL",3720,17517,"4/16/2018","Bin C",3.5705429398819
"411",3010041,102,"DISTRICT 08 - SANTA ANA","CITY OF SEAL BEACH","C","C","D3","TD","C1",5431,25561,"10/24/2017","Bin C",3.73487980279263
"412",1510018,110,"DISTRICT 19 - TEHACHAPI","ROSAMOND CSD","C","C","D3","T1","C1",5088,16886,"6/12/2019","Bin C",3.70654710264036
"413",3610008,83,"DISTRICT 13 - SAN BERNARDINO","BIG BEAR CITY CSD","C","C","D3","T3","DAVCL",6149,12543,"10/24/2018","Bin C",3.78880449304465
"414",4210007,130,"DISTRICT 06 - SANTA BARBARA","MONTECITO WATER DIST","C","C","D4","T4","C1",4574,11428,"3/9/2017","Bin C",3.66029616027073
"415",910013,158,"DISTRICT 09 - SACRAMENTO","GEORGETOWN DIVIDE PUD","C","C","D3","T3","C1",3824,9102,"4/12/2019","Bin C",3.58251788360406
"416",3010094,139,"DISTRICT 08 - SANTA ANA","TRABUCO CANYON WATER DISTRICT","C","C","D4","T3","C1",4299,13659,"12/18/2018","Bin C",3.63336744511701
"417",4410014,89,"DISTRICT 05 - MONTEREY","SAN LORENZO VALLEY WATER DIST","C","C","D4","T3","C1",5868,21145,"7/11/2018","Bin C",3.76849010517124
"418",4110027,155,"DISTRICT 17 - SANTA CLARA","WESTBOROUGH COUNTY WATER DIST","C","C","D3","There are no treatment plants","C1",3885,14050,"11/19/2019","Bin C",3.58939102313693
"419",810001,177,"DISTRICT 01 - KLAMATH","CITY OF CRESCENT CITY","C","C","T2,D3","T1","DAVCL",3416,14000,"1/16/2020","Bin C",3.53351786201697
"420",1910101,141,"DISTRICT 07 - HOLLYWOOD","ORCHARD DALE WATER DISTRICT","C","C","D3","T2","C1",4280,25000,"8/12/2020","Bin C",3.63144376901317
"421",1510032,134,"DISTRICT 19 - TEHACHAPI","CALIFORNIA CITY, CITY OF","C","C","D3","TD","C1",4437,14120,"5/22/2019","Bin C",3.64708942871655
"422",1910161,132,"DISTRICT 22 - ANGELES","LIBERTY UTILITIES - LYNWOOD","C","C","D3","T2","C1",4480,34171,"6/25/2020","Bin C",3.65127801399814
"423",3610015,113,"DISTRICT 13 - SAN BERNARDINO","CRESTLINE VILLAGE CWD - DIVISION 10","C","C","D3","T1","DAVCL",4950,8360,"6/18/2014","Bin C",3.69460519893357
"424",1910191,104,"DISTRICT 15 - METROPOLITAN","NORWALK - CITY, WATER DEPT.","C","C","D4","T1","C1",5322,12794,"2/22/2017","Bin C",3.72607487021537
"425",4210001,151,"DISTRICT 06 - SANTA BARBARA","CARPINTERIA VALLEY WATER DISTRICT","C","C","D3","T1","C1",3992,15346,"2/6/2019","Bin C",3.60119053261533
"426",4010026,136,"DISTRICT 06 - SANTA BARBARA","NIPOMO COMM SERVICES DIST","C","C","D3","TD","C1",4398,13173,"2/15/2018","Bin C",3.64325522502477
"427",4110017,144,"DISTRICT 17 - SANTA CLARA","MENLO PARK MUNICIPAL WATER","C","C","D3","There are no treatment plants","C1",4181,14348,"11/28/2018","Bin C",3.62128016755041
"428",5010013,173,"DISTRICT 10 - STOCKTON","CITY OF NEWMAN-WATER DEPARTMENT","C","C","D3","TD","C1",3525,11658,"11/5/2019","Bin C",3.54715912132742
"429",1910049,97,"DISTRICT 22 - ANGELES","HUNTINGTON PARK-CITY, WATER DEPT.","C","C","D4","T1","DAVCL",5572,15414,"12/19/2019","Bin C",3.74601110775193
"430",2310003,123,"DISTRICT 03 - MENDOCINO","UKIAH, CITY OF","C","C","D3","T3","DAVCL",4781,16185,"5/30/2018","Bin C",3.67951874369579
"431",1910157,77,"DISTRICT 15 - METROPOLITAN","SUNNY SLOPE WATER CO.","C","C","D3","T3","C1",6262,30700,"1/22/2019","Bin C",3.7967130632809
"432",2910006,116,"DISTRICT 09 - SACRAMENTO","NEVADA ID - LOMA RICA","C","C","D4","T4","C1",4921,13976,"7/29/2020","Bin C",3.69205336503408
"433",5410002,85,"DISTRICT 24 - TULARE","DINUBA, CITY OF","C","C","D3","T2","DAVCL",6036,26305,"12/29/2017","Bin C",3.78074923110355
"434",1010004,171,"DISTRICT 23 - FRESNO","COALINGA-CITY","C","C","D3","T4","C1",3561,16791,"4/27/2018","Bin C",3.55157197367425
"435",4310018,131,"DISTRICT 17 - SANTA CLARA","CITY OF CUPERTINO","C","C","D5","TD","C1",4486,16530,"12/12/2017","Bin C",3.65185926924695
"436",3610121,153,"DISTRICT 13 - SAN BERNARDINO","SBDNO COUNTY SERVICE AREA 64","C","C","D3","TD","C1",3922,14375,"3/26/2020","Bin C",3.59350758933177
"437",5610002,154,"DISTRICT 06 - SANTA BARBARA","FILLMORE WATER DEPT","C","C","D3","TD","C1",3917,15222,"11/13/2019","Bin C",3.59295357154787
"438",5810001,167,"DISTRICT 21 - VALLEY","CAL-WATER SERVICE CO.-MARYSVILLE","C","C","D3","T1","DAVCL",3694,12231,"6/27/2018","Bin C",3.56749689110422
"439",1910096,162,"DISTRICT 15 - METROPOLITAN","SANTA CLARITA VALLEY W.A.-NEWHALL DIV.","C","C","D4","T2","C1",3780,12474,"12/4/2018","Bin C",3.57749179983723
"440",3610025,122,"DISTRICT 13 - SAN BERNARDINO","JOSHUA BASIN WATER DISTRICT","C","C","D3","TD","DAVCL",4806,9665,"10/15/2014","Bin C",3.68178376646788
"441",1510001,147,"DISTRICT 12 - VISALIA","ARVIN COMMUNITY SERVICES DIST","C","C","D3","T2","DAVCL",4038,21947,"11/28/2018","Bin C",3.60616631460762
"442",1010019,166,"DISTRICT 23 - FRESNO","KINGSBURG, CITY OF","C","C","D3","There are no treatment plants","C1",3704,11504,"1/10/2018","Bin C",3.5686709780099
"443",710002,111,"DISTRICT 04 - SAN FRANCISCO","GOLDEN STATE WATER COMPANY - BAY POINT","C","C","D3","T1","C1",5030,22295,"11/14/2017","Bin C",3.70156798505593
"444",3310003,178,"DISTRICT 20 - RIVERSIDE","BLYTHE - CITY OF","C","C","D4","T2","C1",3409,9727,"12/19/2017","Bin C",3.53262700122889
"445",1610004,179,"DISTRICT 12 - VISALIA","CORCORAN, CITY OF","C","C","D3","T4","C1",3383,21835,"10/20/2017","Bin C",3.52930199778798
"446",410006,65,"DISTRICT 21 - VALLEY","SFWP-MINERS RANCH","C","C","D3","T4","DAVCL",6790,22407,"7/29/2020","Bin D",3.8318697742805
"447",1910013,60,"DISTRICT 07 - HOLLYWOOD","BELLFLOWER - SOMERSET MWC","C","C","D3","T1","DAVCL",6937,46300,"12/5/2019","Bin D",3.84117169449953
"448",3310044,68,"DISTRICT 20 - RIVERSIDE","RUBIDOUX COMMUNITY SD","C","C","D3","T3","C1",6675,32400,"6/22/2020","Bin D",3.82445127003661
"449",1510055,64,"DISTRICT 12 - VISALIA","CWS - NORTH GARDEN","C","C","D3","T4","C1",6843,24313,"10/17/2018","Bin D",3.83524653999631
"450",3710008,17,"DISTRICT 14 - SAN DIEGO","FALLBROOK PUD","C","C","D4","T3","C1",9107,34894,"12/16/2015","Bin D",3.95937533657584
"451",3110005,28,"DISTRICT 02 - LASSEN","PLACER CWA - AUBURN/BOWMAN","C","C","D4","T4","C1",8491,27902,"5/15/2019","Bin D",3.92895884088083
"452",4910014,10,"DISTRICT 18 - SONOMA","ROHNERT PARK, CITY OF","C","C","D4","T2","C1",9505,42067,"9/25/2019","Bin D",3.97795212120146
"453",2710017,34,"DISTRICT 05 - MONTEREY","MARINA COAST WATER DISTRICT","C","C","D4","TD","C1",8295,35361,"10/26/2017","Bin D",3.91881639036038
"454",5010018,63,"DISTRICT 10 - STOCKTON","RIVERBANK, CITY OF","C","C","D3","There are no treatment plants","C1",6867,25244,"7/3/2019","Bin D",3.83676704739421
"455",4810005,29,"DISTRICT 04 - SAN FRANCISCO","SUISUN-SOLANO WATER AUTHORITY","C","C","D4","T4","C1",8436,29917,"12/12/2018","Bin D",3.92613657106745
"456",4910017,21,"DISTRICT 18 - SONOMA","WINDSOR, TOWN OF","C","C","D4","T3","C1",8917,28209,"4/9/2013","Bin D",3.95021876664186
"457",3710026,19,"DISTRICT 14 - SAN DIEGO","VALLEY CENTER MWD","C","C","D4","There are no treatment plants","C1",8990,25766,"10/19/2017","Bin D",3.95375969173323
"458",710006,1,"DISTRICT 04 - SAN FRANCISCO","CITY OF MARTINEZ","C","C","D3","T5","C1",9944,35375,"12/6/2017","Bin D",3.99756111563359
"459",1910011,50,"DISTRICT 15 - METROPOLITAN","GSWC - BELL, BELL GARDENS","C","C","D4","T2","C1",7332,58039,"11/15/2018","Bin D",3.86522245629018
"460",1910021,58,"DISTRICT 22 - ANGELES","LIBERTY UTILITIES - COMPTON","C","C","D3","T1","C1",6978,23802,"12/12/2017","Bin D",3.84373096511209
"461",4110018,72,"DISTRICT 17 - SANTA CLARA","CITY OF MILLBRAE","C","C","D3","There are no treatment plants","C1",6458,22795,"4/3/2019","Bin D",3.81009804068114
"462",1910212,46,"DISTRICT 07 - HOLLYWOOD","GSWC-SOUTH ARCADIA","C","C","D3","T2","C1",7451,26970,"10/12/2018","Bin D",3.87221456339759
"463",1910098,12,"DISTRICT 15 - METROPOLITAN","GSWC - NORWALK","C","C","D4","T2","C1",9341,43874,"9/25/2018","Bin D",3.9703933720796
"464",1910077,7,"DISTRICT 15 - METROPOLITAN","GSWC - FLORENCE/GRAHAM","C","C","D3","T2","C1",9682,66203,"10/17/2017","Bin D",3.98596507830487
"465",3710019,9,"DISTRICT 14 - SAN DIEGO","RAMONA MUNICIPAL WD","C","C","D4","There are no treatment plants","C1",9507,33865,"6/10/2019","Bin D",3.97804349390996
"466",1610005,54,"DISTRICT 12 - VISALIA","LEMOORE, CITY OF","C","C","D3","T3","C1",7028,26093,"10/23/2019","Bin D",3.84683175282326
"467",3310025,48,"DISTRICT 20 - RIVERSIDE","NORCO, CITY OF","C","C","D4","T2","C1",7422,27564,"2/15/2018","Bin D",3.87052095001276
"468",3910015,51,"DISTRICT 10 - STOCKTON","CITY OF LATHROP","C","C","D3","T3","C1",7303,24268,"6/28/2018","Bin D",3.86350130064145
"469",1510005,3,"DISTRICT 12 - VISALIA","DELANO, CITY OF","C","C","D4","T3","DAVCL",9890,53936,"12/13/2018","Bin D",3.99519629159718
"470",110011,6,"DISTRICT 04 - SAN FRANCISCO","CITY OF LIVERMORE","C","C","D4","There are no treatment plants","C1",9698,30000,"10/24/2018","Bin D",3.98668217977951
"471",5610016,61,"DISTRICT 06 - SANTA BARBARA","CALIFORNIA WATER SERVICE CO - WESTLAKE","C","C","D4","There are no treatment plants","C1",6900,19445,"5/8/2018","Bin D",3.83884909073726
"472",1910204,45,"DISTRICT 16 - CENTRAL","LOS ANGELES CWWD 29 & 80-MALIBU","C","C","D4","T1","C1",7498,31204,"6/24/2015","Bin D",3.87494543608553
"473",3410011,49,"DISTRICT 09 - SACRAMENTO","GALT, CITY OF","C","C","D3","T2","C1",7390,26536,"2/20/2020","Bin D",3.86864443839483
